client_id,planned_event_id,start_time,status
d9c3ee68f3b5529e854e6776985afc84,22888f97-77e1-4818-aaba-87e317e4bab0,2021-09-04,INCOMPLETED
d9c3ee68f3b5529e854e6776985afc84,22888f97-77e1-4818-aaba-87e317e4bab0,2021-09-11,INCOMPLETED
d9c3ee68f3b5529e854e6776985afc84,22888f97-77e1-4818-aaba-87e317e4bab0,2021-09-18,INCOMPLETED
d9c3ee68f3b5529e854e6776985afc84,22888f97-77e1-4818-aaba-87e317e4bab0,2021-09-25,INCOMPLETED
d9c3ee68f3b5529e854e6776985afc84,3e6d9108-fea4-4f64-9294-5714ea5956a2,2020-04-11,INCOMPLETED
d9c3ee68f3b5529e854e6776985afc84,3e6d9108-fea4-4f64-9294-5714ea5956a2,2020-04-18,INCOMPLETED
d9c3ee68f3b5529e854e6776985afc84,3e6d9108-fea4-4f64-9294-5714ea5956a2,2020-04-25,INCOMPLETED
d9c3ee68f3b5529e854e6776985afc84,3e6d9108-fea4-4f64-9294-5714ea5956a2,2020-05-02,INCOMPLETED
d9c3ee68f3b5529e854e6776985afc84,3e6d9108-fea4-4f64-9294-5714ea5956a2,2020-05-09,INCOMPLETED
d9c3ee68f3b5529e854e6776985afc84,3e6d9108-fea4-4f64-9294-5714ea5956a2,2020-05-16,INCOMPLETED
d9c3ee68f3b5529e854e6776985afc84,3e6d9108-fea4-4f64-9294-5714ea5956a2,2020-05-23,INCOMPLETED
d9c3ee68f3b5529e854e6776985afc84,3e6d9108-fea4-4f64-9294-5714ea5956a2,2020-05-30,INCOMPLETED
d9c3ee68f3b5529e854e6776985afc84,3e6d9108-fea4-4f64-9294-5714ea5956a2,2020-06-06,INCOMPLETED
d9c3ee68f3b5529e854e6776985afc84,3e6d9108-fea4-4f64-9294-5714ea5956a2,2020-06-13,INCOMPLETED
d9c3ee68f3b5529e854e6776985afc84,3e6d9108-fea4-4f64-9294-5714ea5956a2,2020-06-20,INCOMPLETED
d9c3ee68f3b5529e854e6776985afc84,3e6d9108-fea4-4f64-9294-5714ea5956a2,2020-06-27,INCOMPLETED
d9c3ee68f3b5529e854e6776985afc84,3e6d9108-fea4-4f64-9294-5714ea5956a2,2020-07-04,INCOMPLETED
d9c3ee68f3b5529e854e6776985afc84,3e6d9108-fea4-4f64-9294-5714ea5956a2,2020-07-11,INCOMPLETED
d9c3ee68f3b5529e854e6776985afc84,8ccb9a8b-cf91-4b6b-907f-f400b0fcfcfb,2020-11-10,INCOMPLETED
d9c3ee68f3b5529e854e6776985afc84,a3a3f2b3-e75e-4f60-9e3c-0cd5f0066ad0,2020-01-22,INCOMPLETED
d9c3ee68f3b5529e854e6776985afc84,a3a3f2b3-e75e-4f60-9e3c-0cd5f0066ad0,2020-01-23,INCOMPLETED
d9c3ee68f3b5529e854e6776985afc84,a3a3f2b3-e75e-4f60-9e3c-0cd5f0066ad0,2020-01-24,INCOMPLETED
